ranking,entity,entity_just_name,entity_category,amount_staked,amount_staked_broken_down,validators,marketshare,ow_change,om_change,sm_change,earned_rewards,last_deposit,last_withdrawal
109,brianahern.eth,brianahern.eth,Solo Stakers,416,416,13,0.000010856679581754422,0,0,-0.133,119.33948692000001," 2025-02-09 "," 2026-01-23 "
110,edrews.eth,edrews.eth,Solo Stakers,416,416,13,0.000010856679581754422,0,0,0,48.260809929999986," 2022-07-02 ",Never
111,malachite🟢.eth,malachite🟢.eth,Solo Stakers,416,416,13,0.000010856679581754422,0,0,0,63.00920856800003," 2023-06-18 "," 2024-02-05 "
112,<a href='https://x.com/EPotterOfficial' target='_blank'>EPotter</a>,EPotter,Liquid Staking,416,416,13,0.000010856679581754422,0,0,0,328.0674725360001," 2024-02-28 "," 2024-04-12 "
113,gamell.eth,gamell.eth,Solo Stakers,416,416,13,0.000010856679581754422,0,0,0,53.584551201," 2024-02-21 ",Never
114,kalakris.eth,kalakris.eth,Solo Stakers,384,384,12,0.000010021550383157928,0,0,0,52.37360938500001," 2022-09-18 ",Never
115,dubbo.eth,dubbo.eth,Solo Stakers,384,384,12,0.000010021550383157928,0,0,0,83.48359623599998," 2022-09-13 "," 2024-06-02 "
116,<a href='https://x.com/neukindinc' target='_blank'>neukind.com</a>,neukind.com,Staking Pools,384,384,12,0.000010021550383157928,0,0,0,15.597827582999997," 2020-11-30 "," 2024-04-08 "
117,spacetractor.eth,spacetractor.eth,Solo Stakers,384,384,12,0.000010021550383157928,0,0,0,70.13311054600001," 2024-02-24 ",Never
118,edmiikk.eth,edmiikk.eth,Solo Stakers,384,384,12,0.000010021550383157928,0,0,0,73.47077349499999," 2023-08-02 ",Never
119,jspaceman.eth,jspaceman.eth,Solo Stakers,345,345,10.78125,0.00000900373667236845,0,0,0.012,51.07976898999999," 2025-12-08 "," 2024-02-19 "
120,nbm.eth,nbm.eth,Solo Stakers,335.43,335.43,10.4821875,0.000008753980846413187,0,0,0.042,73.31501372600003," 2026-01-27 "," 2025-03-05 "
121,dougcastoldi.eth,dougcastoldi.eth,Solo Stakers,320,320,10,0.000008351291985964939,0,0,0,47.225630540000004," 2023-09-07 "," 2025-02-09 "
122,seamonkey.eth,seamonkey.eth,Solo Stakers,320,320,10,0.000008351291985964939,0,0,0,55.565415392000006," 2024-03-05 ",Never
123,tablemountain.eth,tablemountain.eth,Solo Stakers,320,320,10,0.000008351291985964939,0,0,0,63.590644941," 2021-02-09 ",Never
124,bienen.eth,bienen.eth,Solo Stakers,320,320,10,0.000008351291985964939,0,0,0,73.35567753800002," 2020-11-23 ",Never
125,ollett.eth,ollett.eth,Solo Stakers,320,320,10,0.000008351291985964939,0,0,0,52.58720390599999," 2021-04-22 ",Never
126,akirodic.eth,akirodic.eth,Solo Stakers,320,320,10,0.000008351291985964939,0,0,0,69.94343673699998," 2020-12-11 ",Never
127,banteg.eth,banteg.eth,Solo Stakers,320,320,10,0.000008351291985964939,0,0,0,69.828286496," 2020-11-04 ",Never
128,colorcoin.eth,colorcoin.eth,Solo Stakers,320,320,10,0.000008351291985964939,0,0,0,22.940599682000002," 2023-07-25 ",Never
129,teague.eth,teague.eth,Solo Stakers,320,320,10,0.000008351291985964939,0,0,0,57.87230256499999," 2021-05-12 ",Never
130,cboyack.eth,cboyack.eth,Solo Stakers,320,320,10,0.000008351291985964939,0,0,0,49.422723604999995," 2021-06-26 ",Never
131,3f93.eth,3f93.eth,Solo Stakers,320,320,10,0.000008351291985964939,0,0,0,17.5156111," 2024-10-09 "," 2024-09-23 "
132,groo2.eth,groo2.eth,Solo Stakers,320,320,10,0.000008351291985964939,0,0,0,28.539612130000002," 2023-01-02 ",Never
133,jeremie.eth,jeremie.eth,Solo Stakers,320,320,10,0.000008351291985964939,0,0,0,43.92949042800001," 2023-04-15 "," 2024-03-22 "
134,<a href='https://x.com/grntwrght' target='_blank'>ctrl-alt.eth</a>,ctrl-alt.eth,Solo Stakers,320,320,10,0.000008351291985964939,0,0,0,18.439517321," 2023-05-11 ",Never
135,galenj.eth,galenj.eth,Solo Stakers,320,320,10,0.000008351291985964939,0,0,0,62.56166364900001," 2021-02-05 ",Never
136,kain.eth,kain.eth,Solo Stakers,320,320,10,0.000008351291985964939,0,0,0,0," 2020-11-24 ",Never
137,njknight.eth,njknight.eth,Solo Stakers,288.005485767,288.005485767,9.00017143021875,0.000007516305953749645,0,0,-0.182,46.77608777900001," 2023-04-15 "," 2025-11-30 "
139,millio.eth,millio.eth,Solo Stakers,288,288,9,0.000007516162787368446,0,0,0,58.632369753999996," 2021-01-29 ",Never
140,afei.eth,afei.eth,Solo Stakers,288,288,9,0.000007516162787368446,0,0,0,58.773470219," 2021-01-15 ",Never
141,gameishard.eth,gameishard.eth,Solo Stakers,288,288,9,0.000007516162787368446,0,0,0,26.80807646799999," 2024-02-29 "," 2024-02-10 "
142,stake.tomx.eth,stake.tomx.eth,Solo Stakers,288,288,9,0.000007516162787368446,0,0,-0.1,68.246185413," 2023-05-05 "," 2025-11-28 "
143,<a href='https://x.com/ebunker_eth' target='_blank'>Ebunker</a>,Ebunker,Staking Pools,288,288,9,0.000007516162787368446,0,0,-0.25,253.61541254300005," 2025-05-01 "," 2025-12-11 "
138,handmadebags.eth,handmadebags.eth,Solo Stakers,288,288,9,0.000007516162787368446,0,0,0,17.891234609999998," 2024-05-12 ",Never
144,lololp.eth,lololp.eth,Solo Stakers,257.5,257.5,8.046875,0.000006720180269956162,0,0,0,13.636487943," 2025-05-11 ",Never
145,row.eth,row.eth,Solo Stakers,256,256,8,0.0000066810335887719515,0,0,0,0," 2021-04-30 ",Never
146,baorui.eth,baorui.eth,Solo Stakers,256,256,8,0.0000066810335887719515,0,0,0,25.923183488," 2024-02-05 ",Never
147,alistake.eth,alistake.eth,Solo Stakers,256,256,8,0.0000066810335887719515,0,0,0,39.66704055500001," 2021-10-24 ",Never
148,h0lding.eth,h0lding.eth,Solo Stakers,256,256,8,0.0000066810335887719515,0,0,0,56.64980023899999," 2020-12-11 "," 2024-08-20 "
149,svensson.eth,svensson.eth,Solo Stakers,252.15,252.15,7.8796875,0.000006580557107065811,0,0,0,11.817724562999997," 2025-06-11 ",Never
150,thecoldwallet.eth,thecoldwallet.eth,Solo Stakers,243.13299999999998,243.13299999999998,7.597906249999999,0.0000063452333575737916,-0,-0,0.146,9.010019423," 2026-02-20 ",Never
153,zebrains.eth,zebrains.eth,Solo Stakers,224,224,7,0.000005845904390175457,0,0,0,0," 2020-11-24 ",Never
154,zenar.eth,zenar.eth,Solo Stakers,224,224,7,0.000005845904390175457,0,0,0,40.03269777800002," 2021-02-12 ",Never
155,brooklinen.eth,brooklinen.eth,Solo Stakers,224,224,7,0.000005845904390175457,0,0,0,40.513760325," 2021-05-21 ",Never
156,<a href='https://x.com/YieldNestFi' target='_blank'>YieldNest</a>,YieldNest,Liquid Restaking,224,224,7,0.000005845904390175457,-0.781,-0.915,-0.959,214.65010333700002," 2026-01-23 "," 2026-03-18 "
151,sprc-brothers.eth,sprc-brothers.eth,Solo Stakers,224,224,7,0.000005845904390175457,-0.125,-0.125,-0.125,48.787265058999985," 2021-05-05 "," 2026-03-19 "
152,harchy.eth,harchy.eth,Solo Stakers,224,224,7,0.000005845904390175457,0,0,0,28.985648349000005," 2024-05-07 ",Never
157,0x41414141.eth,0x41414141.eth,Solo Stakers,218,218,6.8125,0.000005689317665438615,0,0,0,17.083563013," 2025-07-19 ",Never
158,canbolat.eth,canbolat.eth,Solo Stakers,208,208,6.5,0.000005428339790877211,0,0,1.039,63.21266478500001," 2026-01-17 "," 2025-11-12 "
159,<a href='https://x.com/stereumdev' target='_blank'>stereum.net</a>,stereum.net,Solo Stakers,192,192,6,0.000005010775191578964,0,0,-0.333,59.406990283," 2024-06-30 "," 2026-01-06 "
160,roryburcham.eth,roryburcham.eth,Solo Stakers,192,192,6,0.000005010775191578964,0,0,0,15.952695361," 2023-05-14 ",Never
161,fengqi.eth,fengqi.eth,Solo Stakers,192,192,6,0.000005010775191578964,0,0,0,0," 2022-09-20 ",Never
162,brigs.eth,brigs.eth,Solo Stakers,192,192,6,0.000005010775191578964,0,0,0,27.771184590000008," 2024-07-17 ",Never
163,jwcrowe.eth,jwcrowe.eth,Solo Stakers,192,192,6,0.000005010775191578964,0,0,0,28.403528925000003," 2022-01-17 ",Never
164,verylongaddress.eth,verylongaddress.eth,Solo Stakers,192,192,6,0.000005010775191578964,0,0,0,12.013898105999997," 2023-12-22 "," 2023-12-27 "
165,birge.eth,birge.eth,Solo Stakers,192,192,6,0.000005010775191578964,0,0,0,69.05601984900001," 2020-11-04 "," 2025-09-18 "
166,deepspacechase.eth,deepspacechase.eth,Solo Stakers,192,192,6,0.000005010775191578964,0,0,0,0," 2021-10-27 ",Never
167,stakesaurus.eth,stakesaurus.eth,Solo Stakers,192,192,6,0.000005010775191578964,0,0,-0.25,31.53697418100001," 2023-09-19 "," 2026-01-13 "
168,clownworld.eth,clownworld.eth,Solo Stakers,192,192,6,0.000005010775191578964,0,0,0,38.47839278200001," 2023-04-09 "," 2024-02-04 "
169,dekeract.eth,dekeract.eth,Solo Stakers,192,192,6,0.000005010775191578964,0,0,0,32.573538778," 2022-12-28 ",Never
170,johnlynn.eth,johnlynn.eth,Solo Stakers,192,192,6,0.000005010775191578964,0,0,0,31.658009733000004," 2023-06-05 ",Never
171,563412.eth,563412.eth,Solo Stakers,190,190,5.9375,0.000004958579616666683,0,0,0,26.615921891," 2025-06-12 "," 2025-06-06 "
172,thebluebook.eth,thebluebook.eth,Solo Stakers,160.013783791,160.013783791,5.00043074346875,0.000004176005719430328,0,0,-0.286,12.855334571999997," 2023-04-17 "," 2026-01-21 "
175,alexphelps.eth,alexphelps.eth,Solo Stakers,160,160,5,0.0000041756459929824696,0,0,0,29.349512973999992," 2021-06-19 ",Never
176,b18c.eth,b18c.eth,Solo Stakers,160,160,5,0.0000041756459929824696,0,0,0,31.69951375799999," 2021-01-15 ",Never
177,rgenc.eth,rgenc.eth,Solo Stakers,160,160,5,0.0000041756459929824696,0,0,0,12.026365954," 2023-09-06 ",Never
178,plantregistry.eth,plantregistry.eth,Solo Stakers,160,160,5,0.0000041756459929824696,0,0,0,23.366979775," 2021-09-14 ",Never
179,mcgukin.eth,mcgukin.eth,Solo Stakers,160,160,5,0.0000041756459929824696,0,0,0,24.942469262999996," 2022-03-25 "," 2023-09-19 "
180,mwegehaupt.eth,mwegehaupt.eth,Solo Stakers,160,160,5,0.0000041756459929824696,0,0,0,44.533081691," 2021-01-05 "," 2025-04-11 "
181,weibeler.eth,weibeler.eth,Solo Stakers,160,160,5,0.0000041756459929824696,0,0,0,23.782697212," 2023-07-31 ",Never
182,trier.eth,trier.eth,Solo Stakers,160,160,5,0.0000041756459929824696,0,0,0,30.524528654000004," 2023-04-16 ",Never
183,gloopy.eth,gloopy.eth,Solo Stakers,160,160,5,0.0000041756459929824696,0,0,0,13.377569552," 2024-08-13 ",Never
184,tmarshall.eth,tmarshall.eth,Solo Stakers,160,160,5,0.0000041756459929824696,0,0,0,12.673151705000002," 2022-10-13 ",Never
185,datawarehouse.eth,datawarehouse.eth,Solo Stakers,160,160,5,0.0000041756459929824696,0,0,0,58.78920449200001," 2021-05-02 "," 2025-08-15 "
186,thunberg.eth,thunberg.eth,Solo Stakers,160,160,5,0.0000041756459929824696,0,0,0,0," 2021-12-18 ",Never
187,sherryw.eth,sherryw.eth,Solo Stakers,160,160,5,0.0000041756459929824696,0,0,0,20.812294554," 2023-04-01 "," 2024-01-11 "
188,famcv.eth,famcv.eth,Solo Stakers,160,160,5,0.0000041756459929824696,0,0,0,0," 2020-11-18 ",Never
189,sjhumphrey.eth,sjhumphrey.eth,Solo Stakers,160,160,5,0.0000041756459929824696,0,0,-0.286,18.977083374000003," 2023-04-25 "," 2025-12-17 "
190,greid.eth,greid.eth,Solo Stakers,160,160,5,0.0000041756459929824696,0,0,0,12.980226406999996," 2025-07-25 ",Never
191,currentoor.eth,currentoor.eth,Solo Stakers,160,160,5,0.0000041756459929824696,0,0,0,20.614558456," 2021-11-08 ",Never
192,cartcollector.eth,cartcollector.eth,Solo Stakers,160,160,5,0.0000041756459929824696,0,-0.167,-0.167,39.787141756000004," 2020-12-02 "," 2026-03-02 "
193,curtisc.eth,curtisc.eth,Solo Stakers,160,160,5,0.0000041756459929824696,0,0,0,0," 2022-01-27 ",Never
173,ghostwheel.eth,ghostwheel.eth,Solo Stakers,160,160,5,0.0000041756459929824696,0,0,0,36.565204228000006," 2020-11-08 ",Never
174,benjamincameronbaldwin.eth,benjamincameronbaldwin.eth,Solo Stakers,160,160,5,0.0000041756459929824696,0,0,0,19.138370036999994," 2023-05-18 ",Never
194,chainlabo.eth,chainlabo.eth,Solo Stakers,130,130,4.0625,0.0000033927123692982564,0,0,3.063,4.93293588," 2025-09-30 ",Never
195,vapem.eth,vapem.eth,Solo Stakers,130,130,4.0625,0.0000033927123692982564,0,0,0,4.457560815000001," 2025-06-07 ",Never
196,3x3q.eth,3x3q.eth,Solo Stakers,128,128,4,0.0000033405167943859757,0,0,0,23.655151439000004," 2021-01-20 ",Never
197,j2r5m3.eth,j2r5m3.eth,Solo Stakers,128,128,4,0.0000033405167943859757,0,0,0,0," 2020-11-24 ",Never
198,porom.eth,porom.eth,Solo Stakers,128,128,4,0.0000033405167943859757,0,0,0,21.510906945," 2021-07-25 ",Never
199,celes.eth,celes.eth,Solo Stakers,128,128,4,0.0000033405167943859757,0,0,0,20.850747819," 2021-07-17 ",Never
200,kar-ma.eth,kar-ma.eth,Solo Stakers,128,128,4,0.0000033405167943859757,0,0,0,17.741690030999997," 2021-08-14 ",Never
201,gilad.eth,gilad.eth,Solo Stakers,128,128,4,0.0000033405167943859757,0,0,0,7.865237737999999," 2023-04-22 ",Never
202,twitterhandle.eth,twitterhandle.eth,Solo Stakers,128,128,4,0.0000033405167943859757,0,0,0,16.913310483999997," 2022-02-07 ",Never
203,wolferfinance.eth,wolferfinance.eth,Solo Stakers,128,128,4,0.0000033405167943859757,0,0,0,13.556867427," 2022-06-29 ",Never
204,davieli.eth,davieli.eth,Solo Stakers,128,128,4,0.0000033405167943859757,0,0,0,12.725266876999997," 2023-06-10 ",Never
205,w000t.eth,w000t.eth,Solo Stakers,128,128,4,0.0000033405167943859757,0,0,0,0," 2020-11-23 ",Never
206,danhsiu.eth,danhsiu.eth,Solo Stakers,128,128,4,0.0000033405167943859757,0,0,0,10.862931104000001," 2024-01-14 ",Never
207,punk6883.eth,punk6883.eth,Solo Stakers,128,128,4,0.0000033405167943859757,0,0,0,6.304140841," 2023-10-06 ",Never
208,gregmain.eth,gregmain.eth,Solo Stakers,128,128,4,0.0000033405167943859757,0,0,0,23.269219039," 2023-11-04 ",Never
209,prestonvanloon.eth,prestonvanloon.eth,Solo Stakers,128,128,4,0.0000033405167943859757,0,0,0,7.9598603379999995," 2023-04-09 ",Never
210,angelovski.eth,angelovski.eth,Solo Stakers,128,128,4,0.0000033405167943859757,0,0,0,27.68150646," 2020-12-25 ",Never
211,tasslehoff.eth,tasslehoff.eth,Solo Stakers,128,128,4,0.0000033405167943859757,0,0,0,21.808171808000004," 2021-07-16 ",Never
212,grimnir.eth,grimnir.eth,Solo Stakers,128,128,4,0.0000033405167943859757,0,0,0,22.324397446999996," 2021-07-13 ",Never
213,akaifox.eth,akaifox.eth,Solo Stakers,128,128,4,0.0000033405167943859757,0,0,0,19.267750038," 2021-05-25 ",Never
214,eth3.eth,eth3.eth,Solo Stakers,128,128,4,0.0000033405167943859757,0,0,0,27.784675800999995," 2020-12-26 ",Never
215,puigsech.eth,puigsech.eth,Solo Stakers,128,128,4,0.0000033405167943859757,0,0,0,22.632702411999997," 2021-01-31 ",Never
216,yuut.eth,yuut.eth,Solo Stakers,128,128,4,0.0000033405167943859757,0,0,0,29.159680203999994," 2020-11-24 ",Never
217,humbolt.eth,humbolt.eth,Solo Stakers,128,128,4,0.0000033405167943859757,0,0,0,19.982523971000003," 2022-08-22 ",Never
218,at1as.eth,at1as.eth,Solo Stakers,128,128,4,0.0000033405167943859757,0,0,0,0," 2021-07-02 ",Never
219,typeyape.eth,typeyape.eth,Solo Stakers,128,128,4,0.0000033405167943859757,0,0,0,23.692149220000005," 2021-03-18 ",Never
220,inovas.eth,inovas.eth,Solo Stakers,128,128,4,0.0000033405167943859757,0,0,0,11.285974027," 2023-03-20 ",Never
221,stake-frites.eth,stake-frites.eth,Solo Stakers,127.7,127.7,3.990625,0.0000033326874581491336,0,0,0.33,19.626384990000002," 2025-11-15 ",Never
222,mazzilli.eth,mazzilli.eth,Solo Stakers,125,125,3.90625,0.0000032622234320175545,0,0,0,11.017211005," 2025-07-31 "," 2025-03-08 "
223,<a href='https://x.com/anpan02' target='_blank'>Anpan</a>,Anpan,Solo Stakers,108.5,108.5,3.390625,0.0000028316099389912373,0,0,-0.533,15.886325976000007," 2025-12-15 "," 2025-11-01 "
224,richguypaul.eth,richguypaul.eth,Solo Stakers,102.12,102.12,3.19125,0.0000026651060550210612,0,0,-0.565,23.910246188," 2025-05-11 "," 2026-02-06 "
225,drt0m.eth,drt0m.eth,Solo Stakers,100,100,3.125,0.0000026097787456140437,0,0,0,9.210669219999998," 2025-05-08 ",Never
226,7189.eth,7189.eth,Solo Stakers,99.43,99.43,3.1071875,0.0000025949030067640437,0,0,0,17.786960236000002," 2025-07-26 "," 2023-11-06 "
227,mccormick.eth,mccormick.eth,Solo Stakers,98,98,3.0625,0.0000025575831707017626,0,0,0,13.342566392," 2025-08-23 ",Never
228,<a href='https://x.com/kinematec' target='_blank'>Colin Robinson</a>,Colin Robinson,Solo Stakers,97,97,3.03125,0.000002531485383245622,0,0,0,17.480278985," 2025-05-24 ",Never
268,bmuscat.eth,bmuscat.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,26.207360122000004," 2020-11-04 "," 2024-01-15 "
237,bdavey.eth,bdavey.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,0," 2020-11-29 ",Never
269,avuja.eth,avuja.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,30.493638105000006," 2021-05-03 "," 2025-09-18 "
238,thelvyn.eth,thelvyn.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,18.345718319," 2020-11-21 ",Never
270,mrock.eth,mrock.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,14.95895129," 2021-07-25 ",Never
239,ee.ecc.eth,ee.ecc.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,6.3875553," 2023-10-23 ",Never
271,blockedge.eth,blockedge.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,14.474083575000002," 2021-08-18 ",Never
240,errantventure.eth,errantventure.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,20.203381291999992," 2020-11-24 ",Never
272,metamask.chrisgladd.eth,metamask.chrisgladd.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,18.617921395999996," 2021-03-08 ",Never
241,xelor.eth,xelor.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,13.002479753000003," 2022-01-24 ",Never
273,leftclickyield.eth,leftclickyield.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,17.197162137999996," 2021-06-03 ",Never
242,wasif.eth,wasif.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,12.058712832000001," 2022-10-11 ",Never
261,hibert.eth,hibert.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,21.051270261999996," 2020-11-25 ",Never
243,defilogic.eth,defilogic.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,0," 2022-09-09 ",Never
262,ckelly.eth,ckelly.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,4.260984355999999," 2023-09-15 ",Never
244,gigafart.eth,gigafart.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,4.728270407000001," 2025-01-26 ",Never
263,cigarface.eth,cigarface.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,21.315407021999995," 2020-12-12 ",Never
245,benmichaelis.eth,benmichaelis.eth,Solo Stakers,96,96,3,0.000002505387595789482,-0.571,-0.727,-0.75,49.072089649000006," 2023-05-26 "," 2026-03-20 "
264,olympus.eth,olympus.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,0," 2020-11-21 ",Never
246,johannesheizmann.eth,johannesheizmann.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,10.381424177999998," 2024-04-11 ",Never
265,sonofvitalik.eth,sonofvitalik.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,12.671403176999998," 2022-02-25 ",Never
247,nectarsac.eth,nectarsac.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,11.627702753," 2024-02-27 ",Never
266,0xethstaker.eth,0xethstaker.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,19.064507228000004," 2020-11-22 ",Never
248,inolen.eth,inolen.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,8.543366777," 2022-12-24 ",Never
267,chillfam.eth,chillfam.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,16.778482519," 2021-05-19 ",Never
249,verdaccio.eth,verdaccio.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,9.042803353," 2023-01-22 ",Never
256,nicklas.eth,nicklas.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,16.920023891999996," 2024-02-09 "," 2024-02-09 "
250,milli0.eth,milli0.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,18.962201881000002," 2021-03-14 ",Never
257,beareatfish.eth,beareatfish.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,0," 2022-02-21 ",Never
251,aepryus.eth,aepryus.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,16.070131598000003," 2021-06-19 ",Never
258,evilpotatoguy.eth,evilpotatoguy.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,18.562434079," 2021-04-02 ",Never
252,anothervizsla.eth,anothervizsla.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,16.997322998," 2021-04-10 ",Never
259,pekoz.eth,pekoz.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,6.314944486000001," 2023-08-25 ",Never
253,adybaev.eth,adybaev.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,14.991724119," 2021-12-05 ",Never
260,smartin.eth,smartin.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,21.145618180000007," 2020-12-15 ",Never
254,pogiboy.eth,pogiboy.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,13.957952892000003," 2023-04-22 ",Never
255,inferno114.eth,inferno114.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,22.138650712000004," 2020-11-08 ",Never
229,zlatohlavek.eth,zlatohlavek.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,9.050414775000004," 2023-01-13 "," 2024-04-02 "
230,tanner.eth,tanner.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,19.772447311000004," 2020-11-05 ",Never
231,daegwonchae.eth,daegwonchae.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,0," 2020-11-24 ",Never
232,cerzi.eth,cerzi.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,24.943012037," 2021-09-06 ",Never
233,trist.eth,trist.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,40.00683388800001," 2023-06-20 "," 2025-08-31 "
234,anomanderrake.eth,anomanderrake.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,11.382418802000002," 2023-05-14 ",Never
235,0dot1.eth,0dot1.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,-0.25,12.269659707999999," 2023-05-04 "," 2026-01-29 "
236,kimochi.eth,kimochi.eth,Solo Stakers,96,96,3,0.000002505387595789482,0,0,0,0.5073159780000001," 2023-05-07 ",Never
274,zbron.eth,zbron.eth,Solo Stakers,92.25371513,92.25371513,2.8829285978125,0.0000024076178495020672,0,0,0,9.810751036000001," 2025-07-20 ",Never
275,redlizard.eth,redlizard.eth,Solo Stakers,84.70499999999998,84.70499999999998,2.6470312499999995,0.0000022106130864723753,-0,0,-0.473,56.647645004000005," 2025-11-11 "," 2025-11-03 "
276,pk910.eth,pk910.eth,Solo Stakers,84,84,2.625,0.0000021922141463157966,0,0,0,33.504619447," 2024-12-01 "," 2025-06-11 "
277,chosunone.eth,chosunone.eth,Solo Stakers,73,73,2.28125,0.0000019051384842982518,0,0,0,10.856771039000002," 2025-05-08 "," 2023-11-03 "
278,jaskier.eth,jaskier.eth,Solo Stakers,71.75,71.75,2.2421875,0.0000018725162499780762,0,0,0,9.224666614000002," 2025-05-11 ",Never
279,menelaos.eth,menelaos.eth,Solo Stakers,67,67,2.09375,0.000001748551759561409,0,0,0,5.049267792," 2025-05-20 ",Never
280,petclippy.umbra.eth,petclippy.umbra.eth,Solo Stakers,65.5,65.5,2.046875,0.0000017094050783771985,0,0,0.023,19.449392116," 2026-01-20 "," 2026-01-05 "
306,ethhonduras.eth,ethhonduras.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,12.39982092," 2021-01-08 ",Never
307,rainoldi.eth,rainoldi.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,10.869353552," 2022-05-22 ",Never
308,leean.eth,leean.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,8.175967317," 2022-04-13 ",Never
309,brampriem.eth,brampriem.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,38.070610203," 2022-05-22 "," 2025-09-19 "
310,razorj.eth,razorj.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,14.152465259," 2020-11-24 ",Never
311,moataz.eth,moataz.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,12.824889807999998," 2021-01-21 ",Never
312,pringlescan.eth,pringlescan.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,14.042117992000001," 2020-11-10 ",Never
313,joelhampton.eth,joelhampton.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,5.794716989," 2022-08-23 ",Never
314,vedants.eth,vedants.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,11.148396292000003," 2021-05-19 ",Never
315,eyeqian.eth,eyeqian.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,5.255527412000001," 2022-11-26 ",Never
316,emint.eth,emint.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,11.584217956000005," 2023-04-27 "," 2025-04-03 "
317,sharkya.eth,sharkya.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,9.543905105999999," 2023-04-30 ",Never
318,aspheris.eth,aspheris.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,4.503606555999999," 2023-07-30 ",Never
319,gyza.eth,gyza.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,12.799138184," 2021-01-14 ",Never
320,stirnetwork.eth,stirnetwork.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,0," 2020-11-23 ",Never
321,kevinrichardson.eth,kevinrichardson.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,4.882686662," 2023-05-22 ",Never
322,terrytai.eth,terrytai.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,0," 2021-01-14 ",Never
323,rauljordan.eth,rauljordan.eth,Solo Stakers,64,64,2,0.0000016702583971929879,0,0,0,7.957656587000001," 2021-05-01 ",Never
