ranking,entity,entity_just_name,entity_category,amount_staked,amount_staked_broken_down,validators,marketshare,ow_change,om_change,sm_change,earned_rewards,last_deposit,last_withdrawal
439,cosmicloud.eth,cosmicloud.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,11.720298399999995," 2024-01-08 "," 2024-01-08 "
565,clodey.eth,clodey.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-12-21 ",Never
440,ericnagel.eth,ericnagel.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,2.2730355159999998," 2022-12-22 ",Never
566,danielh.eth,danielh.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.4128772670000007," 2022-08-30 ",Never
441,spyglassventures.eth,spyglassventures.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2022-12-14 ",Never
567,anonymeth.eth,anonymeth.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2021-07-01 ",Never
442,montaguecosgrove.eth,montaguecosgrove.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.691091517000001," 2021-05-01 ",Never
568,bradcobb.eth,bradcobb.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.167439644000001," 2021-06-09 ",Never
443,kindatired.eth,kindatired.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.9172343720000007," 2022-08-03 ",Never
569,shuf.eth,shuf.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2021-11-01 ",Never
444,jackshaw.eth,jackshaw.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-12-14 ",Never
570,folha.eth,folha.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.872705803000001," 2020-12-07 ",Never
445,nicoleta.eth,nicoleta.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.286703628," 2020-11-18 ",Never
571,atomross.eth,atomross.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.280217346000001," 2020-12-30 ",Never
446,metanomics.eth,metanomics.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,2.08228807," 2023-07-23 ",Never
572,beerbaron.eth,beerbaron.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,4.0912500110000005," 2022-06-05 ",Never
447,04221.eth,04221.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,-0.5,16.650603650999994," 2023-05-07 "," 2025-12-08 "
573,iicc.eth,iicc.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,2.881678288," 2022-10-18 ",Never
448,mikewalsh.eth,mikewalsh.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2022-03-15 ",Never
574,redovolk.eth,redovolk.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.627438757999999," 2020-12-07 ",Never
449,hiken.eth,hiken.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2021-05-26 ",Never
575,callmegwei.eth,callmegwei.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-24 ",Never
450,pelmiche.eth,pelmiche.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,2.2957289970000003," 2023-07-17 ",Never
576,jonlabrie.eth,jonlabrie.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,12.504952437999998," 2020-11-30 "," 2024-07-15 "
451,tanongsak.eth,tanongsak.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,2.748568367," 2023-04-15 ",Never
577,blackmesa.eth,blackmesa.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.650739145999999," 2021-06-15 ",Never
452,sundt.eth,sundt.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.026568214," 2023-02-16 ",Never
578,pseudote.eth,pseudote.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.445104827000001," 2022-09-26 ",Never
453,ssv-test.eth,ssv-test.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2021-10-19 ",Never
579,dxraise.eth,dxraise.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-24 ",Never
454,syoung.eth,syoung.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.18606187," 2020-11-22 ",Never
580,potuk.eth,potuk.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.6436617139999985," 2025-12-20 "," 2025-11-08 "
455,bibby.eth,bibby.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2021-01-06 ",Never
581,luiscalcada.eth,luiscalcada.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.766072541," 2020-12-04 ",Never
456,hubereustice.eth,hubereustice.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.93355312," 2021-11-07 ",Never
582,custos.eth,custos.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.510525073," 2021-01-29 ",Never
457,halseyrichartz.eth,halseyrichartz.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.686530756000002," 2021-05-21 ",Never
583,amann.eth,amann.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2021-01-10 ",Never
458,defimick.eth,defimick.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.2210073239999994," 2021-01-19 ",Never
584,mcescher.eth,mcescher.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.8829272480000006," 2020-12-08 ",Never
459,hisnamesstake.eth,hisnamesstake.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.946480748000001," 2020-12-13 ",Never
585,alexthunder.eth,alexthunder.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.106539738," 2021-10-17 ",Never
460,allevolutionz.eth,allevolutionz.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.320180952," 2022-12-05 ",Never
586,0x201c.eth,0x201c.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.382258209000001," 2020-12-01 ",Never
461,gov.ramana.eth,gov.ramana.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.700925498," 2021-06-21 ",Never
587,wavebeing.eth,wavebeing.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,2.64531758," 2024-02-28 "," 2024-02-28 "
462,baconseason.eth,baconseason.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.6269660389999996," 2022-09-02 ",Never
588,tomio.eth,tomio.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.7995452830000005," 2020-11-24 ",Never
463,maracuya.eth,maracuya.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-24 ",Never
589,dfern.eth,dfern.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.948430769," 2022-04-11 ",Never
464,isaiahkim.eth,isaiahkim.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.224449181999999," 2020-11-26 ",Never
590,jorrian.eth,jorrian.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.523557070000002," 2020-11-04 ",Never
465,nanexcool.eth,nanexcool.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-24 ",Never
591,juliettwhiskey.eth,juliettwhiskey.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,2.7781495209999996," 2023-02-10 ",Never
466,shanev.eth,shanev.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-24 ",Never
592,ledger0.eth,ledger0.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.1624134780000004," 2022-10-09 ",Never
467,bubbies.eth,bubbies.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.278202509," 2022-09-24 ",Never
593,stratuscyber.eth,stratuscyber.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.780095341000001," 2020-12-20 ",Never
468,0age.eth,0age.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-24 ",Never
594,stake2.atg.eth,stake2.atg.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-17 ",Never
469,nolang.eth,nolang.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,2.1052516779999992," 2023-09-13 ",Never
595,nishantdas.eth,nishantdas.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.1287778970000004," 2022-11-11 ",Never
470,ninguem.eth,ninguem.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.048122643000001," 2020-11-24 ",Never
596,thanquol.eth,thanquol.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.594379996999999," 2021-07-05 ",Never
471,ploufside.eth,ploufside.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.6820812090000015," 2021-02-24 ",Never
597,marklevey.eth,marklevey.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,4.220103637," 2021-10-06 ",Never
472,mxwsn.eth,mxwsn.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.461548403000001," 2024-03-04 "," 2024-08-09 "
598,astrostakers.eth,astrostakers.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.412470324," 2021-09-01 ",Never
473,arz.eth,arz.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,4.883796982," 2021-11-11 ",Never
599,geleeroyale.eth,geleeroyale.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,2.217704338," 2023-07-03 ",Never
474,lightclient.eth,lightclient.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.964336171," 2020-11-04 ",Never
600,dutchie.eth,dutchie.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.991772653999998," 2020-12-20 ",Never
475,brianlester.eth,brianlester.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.144582764999997," 2020-11-16 ",Never
601,springn.eth,springn.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,4.172598692," 2021-09-08 ",Never
476,pryce.eth,pryce.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.6039464160000008," 2021-10-20 ",Never
602,efault.eth,efault.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,44.222105246999995," 2020-11-23 "," 2024-03-05 "
477,stake.atg.eth,stake.atg.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-28 ",Never
603,lincolnerickson.eth,lincolnerickson.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.134188598000001," 2020-11-19 ",Never
478,ixtanoa.eth,ixtanoa.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,24.87243073200001," 2022-07-22 "," 2025-01-28 "
604,racemax.eth,racemax.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,11.223494566," 2021-03-05 "," 2024-03-05 "
479,mycodelicforest.eth,mycodelicforest.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.906113489999999," 2020-12-21 ",Never
605,sylvester.eth,sylvester.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.2241995399999985," 2022-10-01 ",Never
480,mvanhorn.eth,mvanhorn.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2022-07-09 ",Never
606,mholtz.eth,mholtz.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-12-25 ",Never
481,maysam.eth,maysam.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,1.8437472400000001," 2023-04-30 ",Never
607,dabiri.eth,dabiri.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2021-05-08 ",Never
482,109-110.eth,109-110.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,4.608066137," 2021-12-08 ",Never
608,xroque.eth,xroque.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-30 ",Never
483,morey.eth,morey.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,2.4033909029999996," 2021-05-19 ",Never
609,tcobb.eth,tcobb.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.415089433," 2020-11-24 ",Never
484,howkhang.eth,howkhang.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-22 ",Never
610,miltee.eth,miltee.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,4.3948627490000005," 2022-05-30 ",Never
485,domandtom.eth,domandtom.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.279846807," 2020-12-01 ",Never
611,saturnial.eth,saturnial.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-24 ",Never
486,jcomfort.eth,jcomfort.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.341152427999999," 2021-02-23 ",Never
612,ascendalan.eth,ascendalan.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-24 ",Never
487,i-d.eth,i-d.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,4.012076843," 2022-03-16 ",Never
613,noun40.eth,noun40.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0.587759088," 2023-02-20 ",Never
488,gajit.eth,gajit.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.190628713," 2020-11-24 ",Never
614,mr101.eth,mr101.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.01384129," 2020-11-21 ",Never
489,metavalent.eth,metavalent.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.8517169620000002," 2022-08-07 ",Never
615,jmm22.eth,jmm22.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.380716338," 2022-09-24 ",Never
490,fanek.eth,fanek.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.500762731999999," 2021-06-15 ",Never
616,d0ck3r.eth,d0ck3r.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.05547777," 2020-11-08 ",Never
491,joera.p2p-citizen.eth,joera.p2p-citizen.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.820739793000001," 2020-11-08 ",Never
617,chxrxe.eth,chxrxe.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.8331678230000006," 2022-04-24 ",Never
492,yyasuko.eth,yyasuko.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.516055249000001," 2021-02-11 ",Never
618,silverhub.eth,silverhub.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2021-02-10 ",Never
493,edenia.eth,edenia.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,1.7178253810000004," 2023-07-12 ",Never
619,daveydave.eth,daveydave.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,4.8201764879999995," 2021-10-14 ",Never
494,heliosphere.eth,heliosphere.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,4.718465559999999," 2021-04-11 ",Never
620,strategicfinance.eth,strategicfinance.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.7546858450000005," 2022-05-08 ",Never
495,pachacamac.eth,pachacamac.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.867486083000001," 2022-01-28 ",Never
621,patrickr.eth,patrickr.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,4.145931634," 2022-03-14 ",Never
496,jamescarnley.eth,jamescarnley.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.678963736000001," 2020-11-04 ",Never
622,jasperplatz.eth,jasperplatz.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,2.433695009," 2023-07-14 ",Never
497,40748.eth,40748.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,2.5492163150000002," 2023-04-22 ",Never
623,maddhater.eth,maddhater.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.6374478050000003," 2022-10-12 ",Never
498,aeonic.eth,aeonic.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-23 ",Never
624,thelonelyghost.eth,thelonelyghost.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.170742994000001," 2020-11-22 ",Never
499,duelinggalois.eth,duelinggalois.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.818271553999999," 2020-11-22 ",Never
625,everythingbiig.eth,everythingbiig.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,4.725499939999999," 2021-11-07 ",Never
500,noisewar.eth,noisewar.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.223459425999998," 2021-05-06 "," 2025-07-23 "
626,fleeting.eth,fleeting.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,9.150779492000005," 2021-02-16 "," 2024-09-17 "
501,shaame.eth,shaame.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-12-20 ",Never
627,vnv.eth,vnv.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.791318629999999," 2020-12-20 ",Never
502,grasponcrypto.eth,grasponcrypto.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.33752502," 2020-12-04 ",Never
628,bassoy.eth,bassoy.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,2.898976621," 2022-11-30 ",Never
503,pepes.eth,pepes.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.135630551999999," 2020-11-23 ",Never
629,cjvaldez.eth,cjvaldez.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.4551445469999997," 2022-09-12 ",Never
504,bpopa.eth,bpopa.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2023-10-09 ",Never
630,zellster.eth,zellster.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.498340504999999," 2020-11-30 ",Never
505,aksoy.eth,aksoy.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.0896206809999995," 2020-12-09 ",Never
631,reindl.eth,reindl.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.143525199," 2020-11-22 ",Never
506,basicallyamushroom.eth,basicallyamushroom.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.906236341," 2020-11-24 ",Never
632,haarmeisterei.eth,haarmeisterei.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.4276492539999985," 2020-12-10 ",Never
507,graph-node-1-cp0x-hosted-by-ryabina.eth,graph-node-1-cp0x-hosted-by-ryabina.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,8.468106947," 2023-08-19 "," 2025-06-09 "
633,colfax.eth,colfax.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.22553539," 2020-11-22 ",Never
508,jdetychey.eth,jdetychey.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-24 ",Never
634,hydrodan.eth,hydrodan.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2021-06-26 ",Never
509,omoju.eth,omoju.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.925800274999999," 2021-04-21 ",Never
635,mkkoll.eth,mkkoll.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.975017145000002," 2020-11-16 ",Never
510,bronnan.eth,bronnan.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,2.6178865100000004," 2021-08-08 ",Never
636,plau.eth,plau.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,2.199924649," 2023-05-03 ",Never
511,netolli.eth,netolli.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.618298312," 2020-12-23 ",Never
637,mitchlyn.eth,mitchlyn.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.014228218000001," 2021-03-27 ",Never
386,salomi.eth,salomi.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.242645810000002," 2020-11-29 ",Never
638,tiedb.eth,tiedb.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.81643678," 2020-12-28 ",Never
639,redboer.eth,redboer.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,4.809754409999999," 2020-11-25 ",Never
640,alisheikh.eth,alisheikh.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.0903142039999993," 2021-08-04 ",Never
641,goldmancrypto.eth,goldmancrypto.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-11-05 ",Never
642,civalot.eth,civalot.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,10.502157366999999," 2021-03-02 "," 2023-05-07 "
643,zekey.eth,zekey.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,-0.5,12.151954461," 2023-06-03 "," 2025-09-28 "
644,pmayerh.eth,pmayerh.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.5683340390000002," 2022-04-13 ",Never
645,dghelm.eth,dghelm.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2021-08-01 ",Never
646,papacoins.eth,papacoins.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.681636393," 2022-08-08 ",Never
647,ncitron.eth,ncitron.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.272681134," 2020-12-30 ",Never
648,xxyyjshchxjehxj.eth,xxyyjshchxjehxj.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2020-12-07 ",Never
649,peruzzi.eth,peruzzi.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.181666441999999," 2020-12-01 ",Never
650,smeee.eth,smeee.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,9.907457537999997," 2023-03-14 "," 2023-10-25 "
651,emergencyrecovery.eth,emergencyrecovery.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,2.755203971," 2021-03-30 ",Never
652,boss351.umbra.eth,boss351.umbra.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.438875200000001," 2020-11-04 ",Never
653,neoos.eth,neoos.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.8386682280000004," 2022-07-22 ",Never
654,nitram.eth,nitram.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2021-05-16 ",Never
655,legendofzelda.eth,legendofzelda.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.291072876000001," 2020-11-24 ",Never
656,blackburn.eth,blackburn.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.2314076349999996," 2022-04-05 ",Never
657,lindy.eth,lindy.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,121.527864932," 2021-04-23 "," 2025-09-18 "
658,milewski.eth,milewski.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.530608268," 2020-11-24 ",Never
659,joolee.eth,joolee.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2021-11-24 ",Never
660,semaj.eth,semaj.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,4.441281570999999," 2021-06-18 ",Never
661,andmeandyou.eth,andmeandyou.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2021-05-30 ",Never
662,mansour.eth,mansour.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.3910382099999996," 2022-02-19 ",Never
663,mattsullivan.eth,mattsullivan.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2021-07-22 ",Never
664,gdon.eth,gdon.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.7648888959999995," 2020-12-30 ",Never
665,cipio.eth,cipio.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.846458022," 2020-11-16 ",Never
666,yihsiu.eth,yihsiu.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2021-01-16 ",Never
667,anomar.eth,anomar.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.308744067," 2021-02-11 ",Never
668,mcmike313.eth,mcmike313.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,7.386266155," 2020-11-04 ",Never
669,deadzed.eth,deadzed.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.2268827049999995," 2021-05-21 ",Never
670,lochuan.eth,lochuan.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,6.109735618999999," 2020-11-06 ",Never
671,jsying.eth,jsying.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,2.643343647000001," 2023-04-17 ",Never
672,twix.eth,twix.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,3.806055228," 2022-01-20 ",Never
673,investoregg.eth,investoregg.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,0," 2021-07-04 ",Never
674,nirro.eth,nirro.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,8.334437208999999," 2023-08-17 "," 2025-02-08 "
675,tamastorok.eth,tamastorok.eth,Solo Stakers,32,32,1,8.351291985964939e-7,0,0,0,5.446679837," 2021-07-27 ",Never
676,vault10.eth,vault10.eth,Solo Stakers,27,27,0.84375,7.046402613157917e-7,0,0,Infinity,27.756944776," 2025-10-05 "," 2025-12-24 "
677,<a href='https://x.com/benchodroff' target='_blank'>benjaminchodroff.eth</a>,benjaminchodroff.eth,Solo Stakers,24.25,24.25,0.7578125,6.328713458114055e-7,0,-0.949,1.156,77.63262527400003," 2025-10-01 "," 2026-03-09 "
678,siegenthaler.eth,siegenthaler.eth,Solo Stakers,12.634000000000004,12.634000000000004,0.3948125000000001,3.2971944672087837e-7,0,-0.695,-0.803,61.427911029," 2022-08-30 "," 2026-02-26 "
679,8994.eth,8994.eth,Solo Stakers,10.014378864000001,10.014378864000001,0.31294933950000003,2.6135313109793715e-7,0,0,0,12.580336522," 2025-06-13 "," 2025-08-22 "
680,samcm.eth,samcm.eth,Solo Stakers,6.719000000000001,6.719000000000001,0.20996875000000004,1.753510339178076e-7,0,0,-0.897,12.100583309999998," 2025-10-03 "," 2026-01-18 "
681,dcposch.eth,dcposch.eth,Solo Stakers,5.089303379999961,5.089303379999961,0.1590407306249988,1.3281955791105612e-7,0,-0,-0.993,100.42547744299999," 2021-03-12 "," 2025-12-25 "
682,matilote.eth,matilote.eth,Solo Stakers,5,5,0.15625,1.3048893728070217e-7,0,0,-0.848,7.7426396399999975," 2025-10-03 "," 2025-12-17 "
683,vugman.eth,vugman.eth,Solo Stakers,2.5035773630000016,2.5035773630000016,0.07823679259375005,6.533782989957858e-8,0,0,0,0," 2021-08-24 "," 2025-06-06 "
684,<a href='https://x.com/HTX_Global' target='_blank'>HTX</a>,HTX,CEXs,2.1486628650000057,2.1486628650000057,0.06714571453125018,5.607534676567192e-8,0,0,-1,13166.749595091993," 2025-07-22 "," 2025-12-27 "
